precinct,Year,total_pop,minority_pct,per_capita_income_inflation_adjust,total_pop_lag1,minority_pct_lag1,per_capita_income_lag1
110,2008,139816.96153845638,0.7091801337890917,20013.694662582828,148440.83516482636,0.7010806567943373,19134.35353835672
111,2008,145070.4615384508,0.3418279923493728,25175.446356394328,151783.32967031747,0.3158943428968115,24575.72819973575
112,2008,101138.07692307048,0.6666081252246059,26885.057331742602,107608.85714285076,0.6528091221717602,26872.31295333247
114,2008,205160.99999998882,0.43385720355964363,28915.49222478713,215579.10989009961,0.4331863357348683,28140.22164997994
115,2008,121831.92307691276,0.6489457428454486,19518.71025540377,129817.54945053905,0.6579494813599815,18516.062608331675
120,2008,141603.38461536914,0.19297851852006254,27907.991224141908,150740.9780219607,0.20064911910479566,27576.468801454175
121,2008,136991.46153844893,0.21662367213389366,28964.474685032037,146928.64835163578,0.21150191212380598,28802.78406801098
122,2008,142829.4615384452,0.10552289361061007,23477.047009477858,152590.57142855227,0.1000607203375079,22176.472435509786
123,2008,61768.30769230239,0.13120800922778386,28232.7684333527,66248.39560439065,0.12358898656562367,27772.05508685985
1,2009,87962.021978023,0.2859136052239659,74311.33129877783,86405.80769230891,0.2796855976974264,78701.64842027426
5,2009,95350.35164835223,0.3593609782251619,64685.78759555612,94813.53846153908,0.3677828272358852,67941.57259971835
6,2009,77664.3626373671,0.249005782373807,80275.15726348944,75305.3846153887,0.22958942946471694,84834.7872844059
7,2009,88030.16483516502,0.3448596055886881,61847.1346296072,88136.00000000026,0.3645785402062387,64524.59534036834
9,2009,114959.0329670338,0.26470587804247714,68910.03276044037,114139.69230769319,0.25881507116224256,72775.39456919767
10,2009,82659.10989010753,0.3159741708915256,69488.99189930968,84187.76923076669,0.30523339575414354,72312.84700055327
13,2009,112116.43956044316,0.2699599703087685,73743.35455233976,109969.84615384974,0.2528055503756548,77976.7132019978
14,2009,91203.42857142491,0.31772305421143443,79483.36128165945,92691.42307691881,0.2989097841194308,83933.80720915832
17,2009,80522.57142857043,0.25387180102088536,94495.15141945332,81307.23076922959,0.23076434527174428,100478.89233717322
18,2009,122557.30769230239,0.3728462349372528,71173.99057963025,125764.65384614747,0.362395920043344,74064.95455570053
19,2009,204724.89010988455,0.33930910112044543,77558.23839480057,208076.34615384042,0.33782473764085275,80695.4030584842
20,2009,77983.64835164935,0.5221683063042022,54482.09639308369,77744.26923077035,0.5442564973552706,55460.91074362188
22,2009,153361.4945054911,0.5018243509258937,59105.222678332124,155964.30769230425,0.5192271404246398,60427.66484569339
23,2009,117808.89010988967,0.6317183323970994,35494.00967942551,118423.19230769202,0.6664170338316069,33675.81299425755
24,2009,113000.3296703319,0.6488008087617629,41351.37859586952,112206.46153846406,0.6840876330094119,40164.15793533437
25,2009,108557.39560439647,0.7078860189752163,28290.83464899473,107509.11538461619,0.7542104010498463,25087.180082729086
26,2009,87844.05494505452,0.650609524532257,27118.21829608362,87917.73076923031,0.6851675705726166,24759.192662732676
28,2009,113014.27472527392,0.6929647808288308,28806.12248540856,112883.9230769221,0.7354249254480578,26314.04183650203
30,2009,58400.89010989177,0.572761962952633,26873.99791362323,57769.730769232614,0.596587248797924,24684.744792765006
32,2009,82194.32967033144,0.5981633384946434,26089.488068397157,80463.26923077134,0.6303659983943817,23155.200785179622
